Material,Material Type,Description,Base UOM,Material Group
130000329,ZSTO,ALLEN KEY 24MM,NO,13
130000330,ZSTO,"HSS TURNING TOOL BIT 3/4""X3/4""X3""",NO,13
130000331,ZSTO,"TOOL HOLDER FLAT BOTTOM MILL RH 4 1/2"", TOP CONNECTION 2 3/8"" IF RH BOX",NO,13
130000332,ZSTO,"TOOL HOLDER FLAT BOTTOM MILL RH 4 5/8"", TOP CONNECTION 2 3/8"" IF RH BOX",NO,13
130000333,ZSTO,"TOOL HOLDER STAR JUNK MILLS RH 4 1/2"",TOP CONNECTION 2 3/8"" IF RH BOX",NO,13
130000334,ZSTO,"TOOL HOLDER STAR JUNK MILLS RH 4 5/8"",TOP CONNECTION 2 3/8"" IF RH BOX",NO,13
130000335,ZSTO,"TOOL HOLDER FLAT BOTTOM MILLS LH 4 5/8"", TOP CONNECTION 2 3/8"" IF RH BOX",NO,13
130000336,ZSTO,"TOOL HOLDER STAR JUNK MILLS LH 4 5/8"",TOP CONNECTION 2 3/8"" IF LH BOX",NO,13
130000337,ZSTO,"TOOL HOLDER CONICAL MILLING TOOL RH, 45/8"", TOP CONNECTION 2 7/8"" IF RH BOX",NO,13
130000338,ZSTO,"TOOL HOLDER CONICAL MILLING TOOL 4 5/8"" LH, TOP CONNECTION 2 7/8"" IF RH BOX",NO,13
130000339,ZSTO,"TOOL HOLDER PERIPHERAL MILLING T TOOL,RH 4 5/8"",TOP CONNECTION 2 3/8"" IF RH BOX",NO,13
130000340,ZSTO,"TOOL HOLDER PERIPHERAL MILLING T TOOL,4 1/2"", TOP CONNECTION 2 3/8"" IF RH BOX",NO,13
130000341,ZSTO,"TAP 1-5/8"" THREAD MAKING TAPS 1 5/8"" THREAD MAKING TAP SET",NO,13
130000342,ZSTO,HAMMER BRASS 5 LB WITH WOODEN HANDLE,NO,13
130000343,ZSTO,DRILL BIT 22.5 MM TAPER SHANK,NO,13
130000344,ZSTO,DRILL BIT 36 MM TAPER SHANK,NO,13
130000345,ZSTO,DRILL BIT 42 MM TAPER SHANK,NO,13
130000346,ZSTO,DRILL BIT 44 MM TAPER SHANK,NO,13
130000347,ZSTO,DRILL BIT 52 MM TAPER SHANK,NO,13
130000348,ZSTO,DRILL BIT 23.5 MM TAPER SHANK,NO,13
130000349,ZSTO,DRILL BIT 24.5 MM TAPER SHANK,NO,13
130000350,ZSTO,HAMMER BRASS 20 LB WITH WOODEN HANDLE,NO,13
130000351,ZSTO,BOX SPANNER 20 MM,NO,13
130000352,ZSTO,"BOX SPANNER 5/8""",NO,13
130000353,ZSTO,"DIES 2.7/8"" POWER TONG,MAKE-BVM",NO,13
130000354,ZSTO,"DIES 2.7/8"" SLIP,RED STAR",NO,13
130000355,ZSTO,"DIES 2.7/8"" SLIP,WOOLEY",NO,13
130000356,ZSTO,"DIES 2.7/8"" SLIP,JOY",NO,13
130000357,ZSTO,"DIES 2.7/8"" SLIP,AOT",NO,13
130000358,ZSTO,"DIES 2.7/8"" SLIP,CAMTECH",NO,13
130000359,ZSTO,"DIES 3.1/2"" SLIP,CAMTECH",NO,13
130000360,ZSTO,"DIES 3.1/2"" SLIP,AOT",NO,13
130000361,ZSTO,"DIES 3.1/2"" SLIP,WOOLEY",NO,13
130000362,ZSTO,"DIES 3.1/2"" SLIP ,RED STAR",NO,13
130000363,ZSTO,"DIES 2.7/8"" PNEUMATIC SLIP,BJ",NO,13
130000364,ZSTO,"DIES 2.7/8"" PNEUMATIC SLIP,BVM",NO,13
130000365,ZSTO,"DIES 2.7/8"" PNEMATIC SLIP,DENCON",NO,13
130000366,ZSTO,"DIES 3.1/2"" PNEUMATIC SLIP,BVM",NO,13
130000367,ZSTO,"DIES 3.1/2"" PNEUMATIC SLIP,BJ",NO,13
130000368,ZSTO,"DIES 3.1/2"" PNEMATIC SLIP,DENCON",NO,13
130000369,ZSTO,"DIES 2.7/8"" HYD. TONG,FARR 1312",NO,13
130000370,ZSTO,"DIES 2.7/8"" HYD. TONG, BVM",NO,13
130000371,ZSTO,"DIES 2.7/8"" HYD. TONG,CHINESE",NO,13
130000372,ZSTO,"DIES 2.7/8"" HYD. TONG,ACKLES",NO,13
130000373,ZSTO,"DIES 3.1/2"" HYD. TONG, FARR 1312",NO,13
130000374,ZSTO,"DIES 3.1/2"" HYD. TONG, BVM",NO,13
130000375,ZSTO,"DIES 3.1/2"" HYD. TONG,CHINESE",NO,13
130000376,ZSTO,"DIES 3.1/2"" HYD. TONG,ACKLES",NO,13
130000377,ZSTO,TORQUE WRENCH 20-100 NM WITH ADOPTOR (PART NO S345DA),NO,13
130000378,ZSTO,TORQUE WRENCH 40-200 NM WITH ADOPTER (PART NO S315DA),NO,13
130000379,ZSTO,TORQUE WRENCH 0-30 NM WITH ADOPTOR (PART NO R203A),NO,13
130000380,ZSTO,TORQUE WRENCH 10-50 NM,NO,13
130000381,ZSTO,HAMMER PERCUSSION 200 GM,NO,13
130000382,ZSTO,"TRIANGULAR FILE 2 CUT 4"" ROUGH",NO,13
130000383,ZSTO,HAMMER CROSS PEEN 1.5 LB,NO,13
130000384,ZSTO,TAP 1-24MM CS,ST,13
130000385,ZSTO,TAP IN INCHES CS WITH 3 TAP WRENCH,ST,13
130000386,ZSTO,"FLAT FILE 2 CUT 12"" BASTARD",NO,13
130000387,ZSTO,"ROUND FILE 2 CUT 12"" BASTARD",NO,13
130000388,ZSTO,"ROUND FILE 2 CUT 8"" BASTARD",NO,13
130000389,ZSTO,"TRIANGULAR FILE 2 CUT 12"" ROUGH",NO,13
130000390,ZSTO,"SQUARE FILE 12"" BASTARD",NO,13
130000391,ZSTO,"INSIDE CALIPER 24"" SPRING TYPE",NO,13
130000392,ZSTO,"OUTSIDE CALIPER 24"" SPRING TYPE",NO,13
130000393,ZSTO,"SCREW DRIVER 24"" UN-INSULATED",NO,13
130000394,ZSTO,SCREW DRIVER 8 MM X 300 MM UN-INSULATED,NO,13
130000395,ZSTO,SCREW DRIVER 8 MM X 400 MM UN-INSULATED,NO,13
130000396,ZSTO,ADAPTER FOR WIRELESS LAN PC,NO,13
130000397,ZSTO,"TAP SHORT PIN LH TO CATCH 3-1/2"" IF API THREAD",NO,13
130000398,ZSTO,"NEEDLE FILE 12""",NO,13
130000399,ZSTO,"NEEDLE FILE 8""",NO,13
130000400,ZSTO,"ROUND FILE 12"" SMOOTH",NO,13
130000401,ZSTO,"ROUND FILE 8"" SMOOTH",NO,13
130000402,ZSTO,"FLAT FILE 8"" SMOOTH",NO,13
130000403,ZSTO,"END MILL SET 7""PKR MLNGCUM RTVG T 7"" PKR MILLING CUM RETRIEVING TOOL 26-29 PPF",NO,13
130000404,ZSTO,"SHACKLE 32 TON ""D"",WITH PIN",NO,13
130000405,ZSTO,INSERTOR FOR BUSH / BUSH INSERTOR (PART NO ALH 9742),NO,13
130000406,ZSTO,ADOPTOR 100 MM BRAKE BLEEDING / BRAKE BLEEDING ADAPTER,NO,13
130000407,ZSTO,TARGET AGB-TDS ALLIGNMENT / TARGET(AGB-TDS ALLIGNMENT),NO,13
130000408,ZSTO,RIGGING TOOL DIA 40MM X L 100MM / RIGGING TOOL(CLONO MOUNTING ANGLE),NO,13
130000409,ZSTO,RIGGING TOOL 300 X 150 MM / RIGGING TOOL( PART NO. ALH SKH 507 ),NO,13
130000410,ZSTO,DISCHARGE POLE STATIC DIA 50 MM X L 8M/ STATIC DISCHARGE POLE(PART NO. ALH 9698),NO,13
130000411,ZSTO,DRIFT DIA 50MM X L 400M,NO,13
130000412,ZSTO,STAND WORKING 2.5 M / BABY STAND( BATHLA),NO,13
130000413,ZSTO,STAND WORKING 1.5 M / T/R STAND,NO,13
130000414,ZSTO,TROLLY 0.5 SQR MTR / ENGINE TROLLY 0.5SQR MTR,NO,13
130000415,ZSTO,SHACKLE 2 TON BOW SHACKLE,NO,13
130000416,ZSTO,SHACKLE 8.5 TON BOW SHACKLE,NO,13
130000417,ZSTO,SHACKLE 17 TON D-SHACKLE,NO,13
130000418,ZSTO,SHACKLE 1 TON BOW SHACKLE,NO,13
130000419,ZSTO,SHACKLE 3 TON BOW SHACKLE,NO,13
130000420,ZSTO,SHACKLE 5 TON BOW SHACKLE,NO,13
130000421,ZSTO,SHACKLE 10 TON BOW SHACKLE,NO,13
130000422,ZSTO,SHACKLE 17 TON BOW SHACKLE,NO,13
130000423,ZSTO,SHACKLE 25 TON BOW SHACKLE,NO,13
130000424,ZSTO,"EXTENSION ROD 1/2"" DRIVE, 4"" LENGTH",NO,13
130000425,ZSTO,"EXTENSION ROD 3/4"" DRIVE 4"" LENGTH",NO,13
130000426,ZSTO,"GRINDING WHEEL BOSCH GGS27,PORTABLE BIT GRINDER 500W, 220V",NO,13
130000427,ZSTO,GRINDING WHEEL BOSCH GWS 7-125 PORT PORTABLE DISC GRINDER.,NO,13
130000428,ZSTO,"SLIP DIES 3-1/2"" X 2-3/8"" VARCO",NO,13
130000429,ZSTO,"CHASER 1""DIA,10TPI BSF",NO,13
130000430,ZSTO,"CHASER 7/16""DIA,14TPI BSW",NO,13
130000431,ZSTO,CHASER 20MM X 2.5MM METRIC,NO,13
130000432,ZSTO,CHASER 10MM X 1.5MM METRIC,NO,13
130000433,ZSTO,"CHASER 1/2""DIA,19TPI BSP",NO,13
130000434,ZSTO,"CHASER 3/8""DIA,19TPI BSP",NO,13
130000435,ZSTO,"CHASER 7/8""DIA,14TPI UNF",NO,13
130000436,ZSTO,"CHASER 1/4""DIA,12TPI UNF",NO,13
130000437,ZSTO,"CHASER 1/8""DIA,28TPI BSP",NO,13
130000438,ZSTO,"TAP SET 1-3/4"" BSW HSS,8 THREAD PER INCH IN THREE NOS.",ST,13
130000439,ZSTO,SLUGGING WRENCH 85MM HEAVY DUTY RING END,NO,13
130000440,ZSTO,SLUGGING WRENCH 95MM HEAVY DUTY RING END,NO,13
130000441,ZSTO,SLUGGING WRENCH 100MM HEAVY DUTY RING END,NO,13
130000442,ZSTO,SLUGGING WRENCH 105MM HEAVY DUTY OPEN END,NO,13
130000443,ZSTO,"EMERY PAPER GRADE 2/0 SIZE OF PAPER 9""X11""",NO,13
130000444,ZSTO,DIES SIZE 64 X 61 X 7 MM FLAT DIE,NO,13
130000445,ZSTO,DIES 66 X 31.5 X 33 SEMI CIRCULAR,NO,13
130000446,ZSTO,SLING 19 MM 4 WAY SLING WITH EXTENSION,NO,13
130000447,ZSTO,DRILL BIT 11.5MM HSS TAPER SHANK,NO,13
130000448,ZSTO,DRILL BIT 27MM HSS TAPER SHANK,NO,13
130000449,ZSTO,DRILL BIT 57 MM HSS TAPER SHANK,NO,13
130000450,ZSTO,"HSS TURNING TOOL BIT 1/2""X1/2""X8"" GRADE C45",NO,13
130000451,ZSTO,BRAZED TOOL TUNG CARBIDE ISO7 R2516 S4M2,NO,13
130000452,ZSTO,BRAZED TOOL TUNG CARBIDE ISO9 R25 S4 P30,NO,13
130000453,ZSTO,BRAZED TOOL TUNG CARBIDE ISO9 R32 S4 P30,NO,13
130000454,ZSTO,BRAZED TOOL TUNG CARBIDE ISO8 R20 S4 P30,NO,13
130000455,ZSTO,BRAZED TOOL TUNG CARBIDE ISO8 R2020 S4P30,NO,13
130000456,ZSTO,BRAZED TOOL TUNG CARBIDE ISO8 R2525 S4M20,NO,13
130000457,ZSTO,BRAZED TOOL TUNG CARBIDE ISO8 R2525 S4P30,NO,13
130000458,ZSTO,BRAZED TOOL TUNG CARBIDE ISO8 R3232 S4M20,NO,13
130000459,ZSTO,BRAZED TOOL TUNG CARBIDE ISO8 R3232 S4P30,NO,13
130000460,ZSTO,BRAZED TOOL TUNG CARBIDE L140 1212,NO,13
130000461,ZSTO,BRAZED TOOL TUNG CARBIDE L140 1212 S4 P30,NO,13
130000462,ZSTO,BRAZED TOOL TUNG CARBIDE ISO6 L3232 S4M20,NO,13
130000463,ZSTO,BRAZED TOOL TUNG CARBIDE ISO6 R2525 S4M20,NO,13
130000464,ZSTO,BRAZED TOOL TUNG CARBIDE ISO6 R2525 S4P30,NO,13
130000465,ZSTO,BRAZED TOOL TUNG CARBIDE ISO6 R3232 S4M20,NO,13
130000466,ZSTO,BRAZED TOOL TUNG CARBIDE ISO6 R4025 S4P30,NO,13
130000467,ZSTO,BRAZED TOOL TUNG CARBIDE ISO2 L2525 S4P30,NO,13
130000468,ZSTO,BRAZED TOOL TUNG CARBIDE ISO2 R2525 S4M20,NO,13
130000469,ZSTO,BRAZED TOOL TUNG CARBIDE ISO2 R2525 S4P30,NO,13
130000470,ZSTO,BRAZED TOOL TUNG CARBIDE ISO3 L2525 S4M20,NO,13
130000471,ZSTO,BRAZED TOOL TUNG CARBIDE ISO3 L3232 S4M20,NO,13
130000472,ZSTO,BRAZED TOOL TUNG CARBIDE ISO3 R2525 S4M20,NO,13
130000473,ZSTO,BRAZED TOOL TUNG CARBIDE ISO3 R3232 S4M20,NO,13
130000474,ZSTO,BRAZED TOOL TUNG CARBIDE R115 2525 S4 M20,NO,13
130000475,ZSTO,BRAZED TOOL TUNG CARBIDE R115 3232 S4 P30,NO,13
130000476,ZSTO,BRAZED TOOL TUNG CARBIDE ISO7 R2516 S4M20,NO,13
130000477,ZSTO,BRAZED TOOL TUNG CARBIDE ISO7 R3220 S4M20,NO,13
130000478,ZSTO,BRAZED TOOL TUNG CARBIDE ISO7 R3220 S4P30,NO,13
130000479,ZSTO,BRAZED TOOL TUNG CARBIDE 113-3232 S4 P30,NO,13
130000480,ZSTO,BRAZED TOOL TUNG CARBIDE 163-2525 S4 P30,NO,13
130000481,ZSTO,BRAZED TOOL TUNG CARBIDE 163-3232 S4 P30,NO,13
130000482,ZSTO,DIES SET WITH HANDLE M12X1.75 MM (SPLIT TYPE),NO,13
130000483,ZSTO,DIES SET WITH HANDLE M8X1.5 MM (SPLIT TYPE),NO,13
130000484,ZSTO,DIES SET WITH HANDLE M6X1 MM (SPLIT TYPE),NO,13
130000485,ZSTO,INSERT T-MAX TNMG 160412 PR 4035,NO,13
130000486,ZSTO,INSERT T-MAX SNMG 120412 PR 4225,NO,13
130000487,ZSTO,TOOL KIT BANDIT TOOL,NO,13
130000488,ZSTO,GRINDING WHEEL FINE 125X7X22.23,NO,13
130000489,ZSTO,GRINDING WHEEL FINE 350X50X50,NO,13
130000490,ZSTO,SE RING SPANNER 110 MM BI-HEXAGONAL SLOGGING HAMMER,NO,13
130000491,ZSTO,SE RING SPANNER 115 MM BI-HEXAGONAL RING SLOGGING HAMMER,NO,13
130000492,ZSTO,SE RING SPANNER 120 MM BI-HEXAGONAL RING SLOGGING HAMMER,NO,13
130000493,ZSTO,SE RING SPANNER 124 MM BI-HEXAGONAL RING SLOGGING HAMMER,NO,13
130000494,ZSTO,BOX SPANNER 110 MM DEEP OFFSET SLOGGING,NO,13
130000495,ZSTO,BOX SPANNER 120 MM DEEP OFFSET SLOGGING,NO,13
130000496,ZSTO,DRILL BIT 65 MM TAPER SHANK,NO,13
130000497,ZSTO,"TAP 1-1/4"" X 8 UNC",NO,13
130000498,ZSTO,"TAP 1-7/8"" X 8 UNC",NO,13
130000499,ZSTO,TAP 56 X 5.5 MM PITCH,NO,13
130000500,ZSTO,"ABRASIVE BELT 4""OD X 2-1/2""WIDE GRIT-36",NO,13
130000501,ZSTO,"ABRASIVE BELT 4""OD X 2-1/2""WIDE GRIT-80",NO,13
130000502,ZSTO,"ABRASIVE BELT 5""OD X 2-1/2""WIDE GRIT-36",NO,13
130000503,ZSTO,"ABRASIVE BELT 5""OD X 2-1/2""WIDE GRIT-80",NO,13
130000504,ZSTO,"EXTENSION ROD CROW BAR 4 FEET LONG 1""DIA",NO,13
130000505,ZSTO,"EXTENSION ROD CROW BAR 2FEET LONG 1""DIA",NO,13
130000506,ZSTO,"DRILL CHUCK 14"" 4-JAW INDEPENDENT CHUCK",NO,13
130000507,ZSTO,BOX SPANNER 115 MM,NO,13
130000508,ZSTO,"JUNK SUB OD-5"",ID-4-1/2"" CUP-1-1/2"" BORE CUP LENGTH-30"" TOP-3-1/2"" API REG TOOL JT PIN",NO,13
130000509,ZSTO,"JUNK SUB OD-7"", ID-6-1/2"" CUP-2-1/4"" BORE CUP LENGTH-30"" TOP-4-1/2"" API REG TOOL JT PIN",NO,13
130000510,ZSTO,"FISHING MAGNET OD-4"" WITH FLUSH GUIDE FOR 5"" LINER TOP-2-3/8"" API REG TOOL JT PIN",NO,13
130000511,ZSTO,"FISHING MAGNET OD-5-3/4"" WITH FLUSH GUIDE FOR-7"" LINER TOP-3-1/2"" API TOOL JT REG PIN",NO,13
130000512,ZSTO,"IMPRESSION BLOCK OD-3-3/4"" FOR-5"" LINER TOP-2-3/8"" API REG TOOL JT PIN",NO,13
130000513,ZSTO,"IMPRESSION BLOCK OD-5-3/4"" FOR-7"" LINER TOP-3-1/2"" API REG TOOL JT PIN",NO,13
130000514,ZSTO,"IMPRESSION BLOCK OD-8"" FOR-9-5/8"" CASING TOP-4-1/2"" API REG TOOL JT PIN",NO,13
130000515,ZSTO,SLING POLYESTER 15 TON X 3MTR WEBBING,NO,13
130000516,ZSTO,SLING POLYESTER 20 TON X 3 MTR WEBBING,NO,13
130000517,ZSTO,SLING POLYESTER 15 TON ROUND,NO,13
130000518,ZSTO,SLING POLYESTER 20 TON ROUND,NO,13
130000519,ZSTO,"FISHING MAGNET OD-7"" WITH FLUSH GUIDE FOR-8-1/2"" CASING TOP-4-1/2"" API REG TOOL JT PIN",NO,13
130000520,ZSTO,"RIGHT HAND DIE COLLAR SIZE-4"" OD CATCH-2-7/8"" TOP-2-7/8"" API REG",NO,13
130000521,ZSTO,"RIGHT HAND DIE COLLAR SIZE-4-3/4"" OD CATCH-3-1/2"" TOP-3-1/2"" API REG",NO,13
130000522,ZSTO,"RIGHT HAND DIE COLLAR SIZE-5-7/8"" OD CATCH-4-1/2"" TOP-4-1/2"" API REG",NO,13
130000523,ZSTO,"TORQUE WRENCH 10000 NM 1-1/2"" SQUARE DRIVE",NO,13
130000524,ZSTO,"TORQUE WRENCH 50000 NM 2-1/2"" SQUARE DRIVE",NO,13
130000525,ZSTO,"TORQUE WRENCH 20000 NM 2-1/2"" SQUARE DRIVE",NO,13
130000526,ZSTO,"TORQUE WRENCH 3000 NM 1-1/2"" SQUARE DRIVE",NO,13
130000527,ZSTO,"DIES TONG 1/2""X1-1/4""X 5-7/8""",NO,13
130000528,ZSTO,"DIES TONG 1/2""X1-1/4""X5""",NO,13
130000529,ZSTO,"DIES SLIP 2-3/8"" ROMANIAN",NO,13
130000530,ZSTO,"DIES SLIP 2-7/8"" ROMANIAN",NO,13
130000531,ZSTO,"DIES SLIP 2-3/8"" TYPE CAVIN",NO,13
130000532,ZSTO,CARBIDE TIP SNMG-190612,NO,13
130000533,ZSTO,CARBIDE TIP TPAN-2204PDR-TTR,NO,13
130000534,ZSTO,CARBIDE TIP SPUN-120308/S4/P30,NO,13
130000535,ZSTO,"FISHING MAGNET OD-4-1/2"" L-32"" WICKER 2-5/8""- 3-3/4 RH DIE COLLAR",NO,13
130000536,ZSTO,"FISHING MAGNET OD-4-1/2""L-32"" WICKER1-3/16""-2-9/16 RH DIE COLLAR",NO,13
130000537,ZSTO,"FISHING MAGNET 4-1/2"" OD L-24"" WIC- 2-5/8""-3-3/4"" RH DIE COLLAR",NO,13
130000538,ZSTO,"FISHING MAGNET 4-1/2"" OD L-32"" WICKER1-3/16-2-9/16"" RH DIE COLLAR",NO,13
130000539,ZSTO,STAND M S,NO,13
130000540,ZSTO,STAND STEEL,NO,13
130000541,ZSTO,GRINDING WHEEL 100 X 20 X 20MM HIGH SPEED,NO,13
130000542,ZSTO,"DIES 2.5"" X 2.4"" X 0.30"" EN-36 FLAT DIES FOR 2-7/8"" TUBING TONG",NO,13
130000543,ZSTO,"DIES 2.6"" X 1.25"" X 1.30"" EN-36 SEMI CIRCULAR DIE FOR 2-7/8"" TUBING TONG",NO,13
130000544,ZSTO,HAMMER BRASS 7.5 LB WITH WOODEN HANDLE,NO,13
130000545,ZSTO,"SLING 7/8""X8 METER 4 WAY WITH MAIN ANDINTERMEDIATE RINGS AT TOP BOW SHACKLE AT BOTTOM",NO,13
130000546,ZSTO,"BENCH GRINDER AGATE MORTAR,2"" ID",NO,13
130000547,ZSTO,"BENCH GRINDER AGATE MORTAR,3"" ID",NO,13
130000548,ZSTO,INSERT SCREW 5512 044 01,NO,13
130000549,ZSTO,INSERT SCREW 5513 020 50,NO,13
130000550,ZSTO,INSERT SCREW 5513 020 09,NO,13
130000551,ZSTO,TOOL HOLDER DVVNNN 2525 M16,NO,13
130000552,ZSTO,TOOL HOLDER PRGCR 3225 P12,NO,13
130000553,ZSTO,TOOL HOLDER C8-390.00-50120,NO,13
130000554,ZSTO,TOOL HOLDER DDNNN 2525M 15,NO,13
130000555,ZSTO,TOOL HOLDER SDNCN 2525M 11,NO,13
130000556,ZSTO,TOOL HOLDER DCLNR-3232 P19,NO,13
130000557,ZSTO,TORQUE WRENCH 5680 100-07,NO,13
130000558,ZSTO,ADAPTER EXTENSION C8-391.01-80125 A,NO,13
130000559,ZSTO,INSERT CNMG 19 06 16 PR4215,NO,13
130000560,ZSTO,INSERT DCMT 11 T3 08 MM1115,NO,13
130000561,ZSTO,INSERT DNMG 150608 MM 2025,NO,13
130000562,ZSTO,INSERT N123H2-0400-0002 CM 1125,NO,13
130000563,ZSTO,INSERT R166.OG-22RD01-080 1020,NO,13
130000564,ZSTO,INSERT R166.OL-22RD01-080 1020,NO,13
130000565,ZSTO,INSERT RCMX 12 04 00 4225,NO,13
130000566,ZSTO,INSERT VBMT 16 04 04 MF1115,NO,13
130000567,ZSTO,INSERT VNMG 16 04 08 MM1115,NO,13
130000568,ZSTO,INSERT VNMG 16 04 08 PM4215,NO,13
130000569,ZSTO,INSERT LDHT 19 04 00-PL 19 MM,NO,13
130000570,ZSTO,INSERT LEHT 18 04 16R-PL2 18 MM,NO,13
130000571,ZSTO,INSERT SHIM 5322 236-01,NO,13
130000572,ZSTO,INSERT SHIM 5322 263-01,NO,13
130000573,ZSTO,INSERT SHIM 5322 266-02,NO,13
130000574,ZSTO,INSERT SHIM 5322 269-01,NO,13
130000575,ZSTO,INSERT SHIM PIN-174.3-861,NO,13
130000576,ZSTO,INSERT SHIM 171.35-851M,NO,13
130000577,ZSTO,INSERT SHIM 174.35-850M1,NO,13
130000578,ZSTO,INSERT SHIM 174.3-851M,NO,13
130000579,ZSTO,INSERT SHIM 176.39-851,NO,13
130000580,ZSTO,INSERT R215-080C8-150L (DIA 80 MM),NO,13
130000581,ZSTO,"TAP SET 7/16"" UNF",ST,13
130000582,ZSTO,"4 JAW LATHE CHUCK SIZE 14"" INDEPENDENTTYPE",NO,13
130000583,ZSTO,"4 JAW LATHE CHUCK SIZE 16"" INDEPENDENTTYPE",NO,13
130000584,ZSTO,"3 JAW LATHE CHUCK SIZE 16"" SELF CENTERING TYPE",NO,13
130000585,ZSTO,SLING WEBBING BELT SLING WIDTH 75MM THICK 7MM LENGTH 10 MTR CAPACITY 3 MT,NO,13
130000586,ZSTO,SLING POLYESTER FOUR WAY SLING WITH D SHACKLE WIDTH 75MM THICKNESS 7 MM LENGTH 3.5 M,NO,13
130000587,ZSTO,"SLIP DIES 3 1/2"" CHINESE",NO,13
130000588,ZSTO,GRINDING WHEEL ROUGH 350X50X50MM,NO,13
130000589,ZSTO,"SLING K-SPEC,TWIN PATH 10 METER,CAP 20TON COVERMAX COVER ,OVERLOAD INDICATOR, EYE&EYE",NO,13
130000590,ZSTO,SLING WEBBING BELT SLING POLYESTER 4 MT X 10 M WIDTH 100MM THICKNESS 7MM,NO,13
130000591,ZSTO,"RIGHT HAND DIE COLLAR TO CATCH 2-7/8"" TBG BODY 2-7/8"" IF BOX TOP WICKER 3-1/16"" -2-1/4""",NO,13
130000592,ZSTO,"RIGHT HAND DIE COLLAR TO CATCH 3-1/2"" TBG BODY 2-7/8"" IF BOX TOP WICKER 3-3/4"" - 2-5/8""",NO,13
130000593,ZSTO,"RIGHT HAND DIE COLLAR TO CATCH 4-1/2"" TBG BODY 3-1/2"" IF BOX TOP WICKER 4-3/4"" - 3-3/8""",NO,13
130000594,ZSTO,"DIES SLIP 2-3/8"" MAKE : CPTDC",NO,13
130000595,ZSTO,"DIES SLIP 2-7/8"" MAKE : CPTDC",NO,13
130000596,ZSTO,"DIES SLIP 2-3/8"" MAKE: JIANGSU",NO,13
130000597,ZSTO,"DIES SLIP 2-7/8"" MAKE:JIANGSU",NO,13
130000598,ZSTO,"DIES PNEUMATIC SLIP 2-3/8"" MAKE: JIANGSU",NO,13
130000599,ZSTO,"DIES PNEUMATIC SLIP 2-7/8"" MAKE: JIANGSU",NO,13
130000600,ZSTO,"DIES PNEUMATIC SLIP 2-3/8"" BJ MAKE",NO,13
130000601,ZSTO,"4 JAW LATHE CHUCK SIZE 10"" (250MM) SELF CENTERING TYPE",NO,13
130000602,ZSTO,"TAP SET 2""X 8UNC HSS",NO,13
130000603,ZSTO,"TAP SET 2-1/8"" X 8 UNC HSS",NO,13
130000604,ZSTO,"TAP SET 2-1/4"" X 8 UNC HSS",NO,13
130000605,ZSTO,"TAP SET 2-3/8"" X 8 UNC HSS",NO,13
130000606,ZSTO,"TAP SET 2-3/4"" X 8 UNC HSS",NO,13
130000607,ZSTO,"TAP SET 2-7/8"" X 8 UNC HSS",NO,13
130000608,ZSTO,"TAP SET 3"" X 8 UNC HSS",NO,13
130000609,ZSTO,"TAP SET 3"" X 4 UNC HSS",NO,13
130000610,ZSTO,"TAP SET 3-3/4"" X 8 UNC HSS",NO,13
130000611,ZSTO,SLING 2 TON 15 FT SINGLE LEG WITH M'LINK BOTH END,NO,13
130000612,ZSTO,SLING 2 TON 20 FT SINGLE LEG WITH M'LINK BOTH END,NO,13
130000613,ZSTO,SLING 3 TON 15 FT SINGLE LEG WITH M'LINK BOTH END,NO,13
130000614,ZSTO,SLING 3 TON 20 FT SINGLE LEG WITH M'LINK BOTH END,NO,13
130000615,ZSTO,SLING 4 TON 15 FT SINGLE LEG WITH M'LINK BOTH END,NO,13
130000616,ZSTO,SLING 4 TON 20 FT SINGLE LEG WITH M'LINK BOTH END,NO,13
130000617,ZSTO,SLING 6 TON 15 FT 4 WAY SLING SET WITHRING&D'SHCKLE,NO,13
130000618,ZSTO,SLING 3 TON 3 METER SINGLE LEG WITH M'LINK AND S/HOOK,NO,13
130000619,ZSTO,SLING 5 TON 7.5 METER SINGLE LEG WITH M'LINK BOTH END,NO,13
130000620,ZSTO,SLING 4 TON 4.5 METERS SINGLE LEG WITHM'LINK BOTH END,NO,13
130000621,ZSTO,SLING 4 TON 6 METER SINGLE LEG WITH M'LINK & S/HOOK,NO,13
130000622,ZSTO,SLING 5 TON 6 METER SINGLE LEG WITH M'LINK & S/HOOK,NO,13
130000623,ZSTO,SLING 3 TON 3 METER SINGLE LEG WITH M'LINK BOTH END,NO,13
130000624,ZSTO,SLING 5 TON 3 METER SINGLE LEG WITH M'LINK BOTH END,NO,13
130000625,ZSTO,HOLDER 500V 1000W ALLOY BRUSH ALLOY BRUSH HOLDER WITH SPRING FOR CRANE SLIP RING MOTOR,NO,13
130000626,ZSTO,HYDRAULIC POWER CONSOLE- PORTABLE- AIROPERATED,NO,13
130000627,ZSTO,"SLING 1"" X 8 FEET POLYESTER WEBBING FLAT BELT WITH LOOP AT BOTH ENDS QUADRAPLEX TYPE",NO,13
130000628,ZSTO,"SLING 2"" X 6FT POLYESTER WEBBING FLAT BELT WITH LOOP AT BOTH ENDS QUADRAPLEX TYPE",NO,13
130000629,ZSTO,"SLING 2"" X 4 METER POLYESTER WEBBING FLAT BELT WITH LOOP AT BOTH ENDS DUPLEX TYPE",NO,13
